id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
2089,137.4,2011-12-07,Private,1316,CES,35.86959504259392,-8.438178570213903,Kwa Hassan,9,Lake Tanganyika,D,Mwanza,24,3,Hai,Sinza,401,True,GeoData Consultants Ltd,private operator,unknown,False,0,motorpump,motorpump,submersible,vwc,unknown,other,never pay,unknown,unknown,insufficient,enough,rainwater harvesting,shallow well,unknown,communal standpipe,communal standpipe
2090,117.0,2012-11-25,Private,379,unknown,37.286192038769954,-10.646073053465853,unknown,5,Lake Tanganyika,D,Dar es Salaam,25,2,Ilala,Moshono,0,True,GeoData Consultants Ltd,vwc,Scheme A,True,2010,motorpump,handpump,rope pump,vwc,commercial,pay per bucket,never pay,unknown,bad,insufficient,seasonal,spring,spring,groundwater,improved spring,communal standpipe
2091,22.1,2012-04-27,Germany,429,DWE,38.952813776474905,-4.697992865390935,Kwa Hassan,4,Wami/Ruvu,C,Dodoma,13,1,Hai,Sinza,285,True,GeoData Consultants Ltd,private operator,unknown,False,1990,submersible,handpump,submersible,private operator,user-group,other,monthly,soft,bad,seasonal,enough,rainwater harvesting,borehole,unknown,hand pump,dam
2092,849.8,2012-08-15,Government,1970,DWE,35.744645337716975,-0.9934293310922371,Kwa Mzee,4,Ruvuma,B,Dar es Salaam,11,3,Kinondoni,Kilimanjaro Central,51,True,GeoData Consultants Ltd,vwc,unknown,True,1980,submersible,submersible,handpump,private operator,commercial,monthly,monthly,unknown,good,insufficient,dry,shallow well,spring,unknown,improved spring,hand pump
2093,715.9,2013-10-08,World Bank,1989,WE,34.45701254596169,-2.566946639252027,Kwa Hassan,4,Ruvuma,C,Kilimanjaro,10,8,Ilala,Machame Uroki,291,False,GeoData Consultants Ltd,private operator,Scheme A,True,0,submersible,gravity,handpump,private operator,commercial,other,other,fluoride,bad,insufficient,dry,shallow well,borehole,unknown,hand pump,communal standpipe
2094,63.0,2012-07-04,World Bank,1450,DWE,39.60664904915513,-10.260393819465875,Kwa Mzee,7,Ruvuma,B,Dar es Salaam,8,6,Arusha DC,Kijitonyama,119,False,GeoData Consultants Ltd,user-group,Scheme A,True,0,rope pump,rope pump,submersible,water board,unknown,pay per bucket,never pay,unknown,good,insufficient,enough,shallow well,borehole,groundwater,hand pump,improved spring
2095,727.0,2012-07-10,Private,820,DWE,35.70853597184525,-6.026698552941557,Kwa Hassan,4,Ruvuma,C,Arusha,15,5,Kinondoni,Kilimanjaro Central,173,False,GeoData Consultants Ltd,private operator,Scheme B,True,2000,rope pump,motorpump,gravity,vwc,commercial,other,monthly,soft,unknown,seasonal,dry,borehole,spring,unknown,hand pump,improved spring
2096,22.5,2012-01-19,Germany,107,DWE,38.441813758039125,-5.920850141855251,Kwa Hassan,2,Lake Tanganyika,D,Mwanza,3,8,Temeke,Moshono,276,False,GeoData Consultants Ltd,water board,Scheme A,False,0,submersible,rope pump,gravity,private operator,commercial,monthly,never pay,milky,good,dry,enough,rainwater harvesting,shallow well,groundwater,dam,communal standpipe
2097,1258.3,2012-05-22,Germany,1320,unknown,37.04542698935856,-7.891186039194813,Kwa Mama,6,Lake Nyasa,D,Morogoro,4,1,Kinondoni,Sinza,395,False,GeoData Consultants Ltd,private operator,unknown,True,2010,motorpump,handpump,submersible,private operator,unknown,never pay,monthly,milky,unknown,enough,insufficient,rainwater harvesting,rainwater harvesting,groundwater,improved spring,improved spring
2098,111.2,2012-03-11,unknown,23,unknown,39.731559676896644,-1.4083530238057165,Kwa Mama,8,Lake Tanganyika,B,Morogoro,26,5,Temeke,Machame Uroki,203,False,GeoData Consultants Ltd,vwc,Scheme A,True,1980,rope pump,handpump,motorpump,water board,unknown,never pay,other,fluoride,good,seasonal,enough,borehole,shallow well,unknown,improved spring,improved spring
2099,56.7,2013-09-22,Private,347,CES,32.547861342720566,-5.336767251399967,Kwa Mzee,2,Lake Tanganyika,D,Kilimanjaro,4,7,Hai,Machame Uroki,217,True,GeoData Consultants Ltd,user-group,Scheme A,True,2010,motorpump,gravity,gravity,private operator,user-group,never pay,pay per bucket,fluoride,bad,seasonal,insufficient,shallow well,rainwater harvesting,unknown,communal standpipe,communal standpipe
2100,733.3,2011-01-22,Government,205,WE,36.15649020026122,-7.622024157172377,Kwa Hassan,9,Pangani,C,Kilimanjaro,19,6,Hai,Machame Uroki,134,True,GeoData Consultants Ltd,private operator,Scheme A,False,2000,motorpump,submersible,motorpump,private operator,unknown,monthly,pay per bucket,milky,good,insufficient,insufficient,borehole,spring,groundwater,improved spring,communal standpipe
2101,690.4,2011-02-24,Germany,1073,unknown,39.08182057947917,-10.024251656021335,Kwa Mama,8,Lake Victoria,C,Dodoma,8,6,Arusha DC,Moshono,364,False,GeoData Consultants Ltd,vwc,Scheme B,False,1990,gravity,gravity,submersible,private operator,unknown,other,never pay,milky,unknown,dry,dry,rainwater harvesting,rainwater harvesting,groundwater,dam,communal standpipe
2102,40.6,2012-11-07,Private,1802,WE,35.792626501153435,-2.728095645685812,unknown,8,Lake Nyasa,D,Dar es Salaam,16,7,Moshi,Kilimanjaro Central,336,False,GeoData Consultants Ltd,vwc,unknown,False,2000,motorpump,gravity,handpump,user-group,commercial,other,never pay,soft,bad,dry,seasonal,spring,spring,groundwater,communal standpipe,communal standpipe
2103,340.5,2012-02-23,Germany,1220,CES,38.95885890678889,-2.328241086757469,Kwa Mama,5,Pangani,B,Dar es Salaam,4,5,Kinondoni,Kilimanjaro Central,40,True,GeoData Consultants Ltd,private operator,unknown,True,1980,rope pump,handpump,rope pump,water board,unknown,other,other,milky,good,seasonal,enough,borehole,rainwater harvesting,unknown,hand pump,improved spring
2104,22.3,2011-02-25,Germany,0,unknown,37.83031429019543,-11.314645372092242,Kwa Hassan,0,Pangani,B,Morogoro,5,3,Temeke,Sinza,82,False,GeoData Consultants Ltd,user-group,unknown,True,0,submersible,submersible,submersible,water board,commercial,never pay,monthly,milky,bad,seasonal,insufficient,spring,borehole,groundwater,hand pump,improved spring
2105,11.8,2011-11-02,Government,908,DWE,38.4334857729782,-1.8377213661112304,unknown,7,Pangani,A,Arusha,1,6,Moshi,Machame Uroki,290,False,GeoData Consultants Ltd,private operator,Scheme B,True,2000,submersible,handpump,rope pump,vwc,commercial,monthly,never pay,unknown,unknown,insufficient,dry,shallow well,rainwater harvesting,unknown,improved spring,dam
2106,542.2,2011-04-07,Government,143,WE,35.11748513552333,-3.627705184689267,Kwa Mzee,5,Wami/Ruvu,C,Kilimanjaro,27,6,Moshi,Machame Uroki,25,True,GeoData Consultants Ltd,vwc,unknown,False,0,motorpump,handpump,handpump,private operator,unknown,pay per bucket,pay per bucket,soft,good,seasonal,insufficient,spring,shallow well,groundwater,hand pump,communal standpipe
2107,247.8,2011-02-06,World Bank,961,DWE,30.24946991996297,-11.726845880478647,Kwa Mzee,7,Ruvuma,C,Arusha,1,8,Ilala,Moshono,192,False,GeoData Consultants Ltd,private operator,Scheme B,False,2000,rope pump,submersible,rope pump,vwc,unknown,monthly,pay per bucket,fluoride,bad,dry,seasonal,shallow well,spring,surface,communal standpipe,improved spring
2108,31.8,2012-09-10,Germany,1344,DWE,33.39090985345917,-1.8932228095545955,Kwa Mzee,7,Ruvuma,A,Arusha,25,8,Ilala,Sinza,0,False,GeoData Consultants Ltd,user-group,Scheme A,True,1990,submersible,submersible,submersible,vwc,commercial,monthly,other,unknown,bad,enough,dry,spring,spring,surface,hand pump,dam
2109,0.2,2012-04-23,World Bank,1796,CES,33.801047343881926,-9.909933984593293,Kwa Mama,2,Lake Victoria,D,Morogoro,8,1,Temeke,Kilimanjaro Central,294,False,GeoData Consultants Ltd,water board,Scheme A,False,1990,gravity,motorpump,rope pump,vwc,commercial,pay per bucket,monthly,milky,unknown,seasonal,dry,rainwater harvesting,shallow well,surface,improved spring,hand pump
2110,111.6,2012-01-19,World Bank,0,CES,38.027531256953075,-0.8632598115567092,Kwa Mama,7,Ruvuma,B,Kilimanjaro,23,5,Hai,Moshono,365,False,GeoData Consultants Ltd,water board,Scheme B,True,0,rope pump,rope pump,motorpump,user-group,user-group,other,pay per bucket,salty,unknown,seasonal,enough,shallow well,rainwater harvesting,unknown,dam,improved spring
2111,5.9,2011-11-16,Germany,1302,CES,36.39200318212862,-5.809974549185073,unknown,6,Lake Nyasa,C,Morogoro,17,8,Moshi,Machame Uroki,9,False,GeoData Consultants Ltd,user-group,Scheme B,False,0,submersible,gravity,submersible,vwc,commercial,monthly,other,salty,unknown,insufficient,enough,rainwater harvesting,rainwater harvesting,unknown,dam,dam
2112,27.5,2011-11-10,Private,1764,WE,37.62733145461643,-6.801729384700703,unknown,3,Lake Victoria,D,Kilimanjaro,11,8,Moshi,Machame Uroki,326,True,GeoData Consultants Ltd,private operator,Scheme B,True,1990,gravity,rope pump,submersible,vwc,user-group,monthly,never pay,unknown,bad,insufficient,insufficient,spring,rainwater harvesting,surface,improved spring,communal standpipe
2113,368.1,2011-01-11,Germany,1286,WE,32.38732141455079,-3.201118636966452,Kwa Hassan,5,Lake Tanganyika,C,Mwanza,2,3,Moshi,Sinza,347,True,GeoData Consultants Ltd,user-group,Scheme A,True,2010,motorpump,handpump,submersible,water board,unknown,pay per bucket,monthly,salty,bad,enough,enough,spring,rainwater harvesting,groundwater,dam,communal standpipe
2114,174.7,2013-10-26,Private,1079,DWE,31.004116591440997,-1.8621920852022669,unknown,3,Lake Victoria,A,Arusha,1,8,Temeke,Sinza,340,False,GeoData Consultants Ltd,private operator,Scheme B,False,2010,gravity,rope pump,rope pump,water board,commercial,never pay,monthly,fluoride,unknown,enough,enough,shallow well,rainwater harvesting,surface,dam,dam
2115,433.2,2012-10-01,Government,217,WE,38.61855566069997,-7.450603901085022,unknown,7,Wami/Ruvu,A,Dar es Salaam,3,7,Temeke,Kilimanjaro Central,150,False,GeoData Consultants Ltd,user-group,unknown,False,0,gravity,motorpump,rope pump,water board,commercial,never pay,other,unknown,unknown,enough,insufficient,spring,spring,groundwater,improved spring,communal standpipe
2116,172.6,2012-06-13,Government,480,CES,31.79494923554398,-6.619034722328987,Kwa Mzee,8,Lake Victoria,C,Dodoma,5,2,Kinondoni,Machame Uroki,104,True,GeoData Consultants Ltd,user-group,unknown,False,0,submersible,rope pump,motorpump,vwc,user-group,monthly,pay per bucket,unknown,good,seasonal,insufficient,shallow well,borehole,surface,improved spring,dam
2117,141.1,2013-05-16,Private,0,unknown,39.824582506745905,-2.3292801515310444,Kwa Hassan,6,Lake Victoria,A,Morogoro,1,8,Moshi,Sinza,260,False,GeoData Consultants Ltd,water board,Scheme B,False,0,rope pump,handpump,handpump,user-group,unknown,pay per bucket,pay per bucket,salty,unknown,dry,insufficient,shallow well,borehole,unknown,hand pump,communal standpipe
2118,64.9,2011-01-11,World Bank,350,DWE,38.51208131517378,-9.374800757918806,Kwa Mama,5,Lake Victoria,D,Arusha,8,1,Hai,Sinza,484,False,GeoData Consultants Ltd,private operator,Scheme A,True,0,submersible,gravity,gravity,private operator,unknown,other,monthly,fluoride,good,enough,seasonal,spring,spring,groundwater,communal standpipe,communal standpipe
2119,213.1,2013-07-07,Private,1013,unknown,38.043664298294786,-0.0748688827258075,Kwa Hassan,9,Pangani,C,Morogoro,1,8,Moshi,Machame Uroki,435,True,GeoData Consultants Ltd,user-group,Scheme B,False,1990,handpump,motorpump,submersible,private operator,commercial,monthly,other,soft,good,enough,insufficient,shallow well,borehole,unknown,improved spring,dam
2120,198.7,2013-09-11,World Bank,135,unknown,34.680975592808146,-11.148428720604329,Kwa Hassan,9,Lake Victoria,B,Arusha,4,9,Temeke,Kijitonyama,60,False,GeoData Consultants Ltd,private operator,unknown,False,0,handpump,rope pump,rope pump,private operator,commercial,pay per bucket,pay per bucket,unknown,unknown,dry,insufficient,borehole,borehole,surface,improved spring,hand pump
2121,176.6,2013-12-11,unknown,0,CES,33.29581836465779,-3.5101860949716563,unknown,5,Pangani,A,Arusha,14,2,Moshi,Kilimanjaro Central,268,False,GeoData Consultants Ltd,vwc,Scheme A,True,0,rope pump,gravity,motorpump,water board,user-group,other,monthly,milky,unknown,dry,enough,borehole,shallow well,surface,dam,hand pump
2122,9.4,2013-04-17,World Bank,791,unknown,39.01586415126418,-0.7326731230349495,Kwa Hassan,0,Lake Tanganyika,D,Mwanza,2,4,Temeke,Kijitonyama,314,False,GeoData Consultants Ltd,water board,Scheme A,True,2010,rope pump,handpump,rope pump,vwc,commercial,never pay,monthly,salty,unknown,dry,enough,borehole,borehole,unknown,improved spring,hand pump
2123,427.1,2012-09-10,unknown,288,unknown,39.971300687643875,-4.9333520320346,Kwa Mama,5,Wami/Ruvu,C,Dar es Salaam,23,3,Temeke,Machame Uroki,353,False,GeoData Consultants Ltd,private operator,Scheme A,True,2010,rope pump,motorpump,handpump,user-group,user-group,never pay,other,fluoride,bad,dry,enough,borehole,spring,unknown,hand pump,communal standpipe
2124,68.6,2012-02-16,Private,1720,CES,34.35911816791085,-8.66622518568734,Kwa Mzee,8,Lake Tanganyika,D,Dodoma,24,9,Moshi,Kilimanjaro Central,316,False,GeoData Consultants Ltd,user-group,Scheme A,False,1990,gravity,rope pump,gravity,vwc,unknown,monthly,pay per bucket,fluoride,unknown,insufficient,dry,shallow well,shallow well,unknown,hand pump,communal standpipe
2125,41.8,2013-11-12,Germany,1612,CES,35.27195233092781,-6.660323769026952,Kwa Mama,2,Lake Victoria,C,Arusha,28,2,Ilala,Sinza,446,False,GeoData Consultants Ltd,user-group,unknown,False,2010,gravity,gravity,motorpump,vwc,unknown,other,monthly,soft,unknown,seasonal,enough,borehole,spring,unknown,hand pump,communal standpipe
2126,974.3,2011-05-08,Private,736,DWE,36.19457008225895,-7.6622187869086575,Kwa Mama,5,Lake Nyasa,D,Dar es Salaam,27,1,Moshi,Kijitonyama,127,False,GeoData Consultants Ltd,user-group,Scheme A,False,1980,rope pump,rope pump,gravity,water board,unknown,monthly,monthly,milky,bad,insufficient,seasonal,shallow well,rainwater harvesting,unknown,communal standpipe,communal standpipe
2127,37.7,2011-10-21,Government,1843,unknown,36.52269631909981,-6.098486881920556,Kwa Mzee,7,Lake Tanganyika,B,Kilimanjaro,6,5,Hai,Machame Uroki,473,False,GeoData Consultants Ltd,user-group,Scheme B,True,2000,handpump,rope pump,handpump,private operator,unknown,monthly,never pay,unknown,bad,dry,seasonal,spring,shallow well,surface,hand pump,dam
2128,165.3,2012-09-01,unknown,1180,DWE,37.522308399734506,-2.2858000917029173,Kwa Mzee,2,Lake Victoria,C,Kilimanjaro,6,9,Ilala,Kijitonyama,43,False,GeoData Consultants Ltd,water board,unknown,True,2000,gravity,gravity,submersible,user-group,unknown,monthly,other,fluoride,good,dry,enough,shallow well,rainwater harvesting,unknown,hand pump,communal standpipe
2129,122.8,2011-02-13,World Bank,1337,CES,38.659935028516045,-0.9890930434124598,Kwa Hassan,2,Wami/Ruvu,B,Arusha,12,8,Moshi,Sinza,442,False,GeoData Consultants Ltd,private operator,unknown,False,0,handpump,handpump,submersible,user-group,unknown,pay per bucket,monthly,fluoride,good,seasonal,enough,spring,borehole,surface,hand pump,communal standpipe
2130,262.9,2012-03-20,Private,404,DWE,36.12300109088267,-6.314585395558172,Kwa Mama,7,Wami/Ruvu,C,Dodoma,17,2,Moshi,Machame Uroki,372,True,GeoData Consultants Ltd,private operator,Scheme A,True,1990,motorpump,motorpump,rope pump,user-group,user-group,other,pay per bucket,soft,bad,enough,enough,shallow well,spring,surface,communal standpipe,dam
2131,5.6,2013-07-02,World Bank,1910,CES,35.6545041407433,-5.9239055639402896,unknown,2,Lake Victoria,A,Mwanza,23,8,Temeke,Sinza,298,False,GeoData Consultants Ltd,private operator,unknown,True,2000,motorpump,handpump,motorpump,vwc,commercial,pay per bucket,monthly,unknown,unknown,seasonal,seasonal,rainwater harvesting,shallow well,groundwater,hand pump,communal standpipe
2132,111.0,2013-04-09,Germany,1407,WE,29.8527845157129,-3.416248950860986,Kwa Mzee,5,Ruvuma,D,Dar es Salaam,2,3,Arusha DC,Moshono,342,True,GeoData Consultants Ltd,user-group,Scheme A,True,2010,rope pump,motorpump,submersible,private operator,user-group,monthly,never pay,milky,good,dry,insufficient,borehole,rainwater harvesting,groundwater,dam,hand pump
2133,302.2,2012-05-13,unknown,916,WE,33.61808090685664,-11.838669309193563,Kwa Mzee,2,Ruvuma,D,Mwanza,15,7,Ilala,Kilimanjaro Central,49,False,GeoData Consultants Ltd,private operator,unknown,False,0,handpump,handpump,handpump,water board,commercial,monthly,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,unknown,improved spring,hand pump
2134,175.6,2011-04-27,Germany,1247,WE,39.75080474185341,-6.100798018309273,Kwa Hassan,3,Ruvuma,D,Mwanza,7,7,Arusha DC,Moshono,421,False,GeoData Consultants Ltd,private operator,Scheme B,True,2010,handpump,rope pump,submersible,vwc,user-group,monthly,pay per bucket,fluoride,unknown,seasonal,dry,borehole,rainwater harvesting,unknown,hand pump,improved spring
2135,17.4,2012-11-24,World Bank,0,WE,36.85686970572229,-11.604322499790081,Kwa Mzee,1,Lake Tanganyika,A,Mwanza,27,4,Ilala,Sinza,351,False,GeoData Consultants Ltd,private operator,unknown,False,1990,gravity,rope pump,submersible,water board,user-group,monthly,other,salty,unknown,insufficient,insufficient,rainwater harvesting,shallow well,unknown,communal standpipe,dam
2136,146.7,2013-09-03,Government,1499,unknown,32.54712684588354,-9.926393292044086,Kwa Mzee,4,Lake Tanganyika,C,Morogoro,12,4,Temeke,Sinza,183,False,GeoData Consultants Ltd,user-group,unknown,False,0,rope pump,motorpump,submersible,private operator,user-group,other,monthly,salty,unknown,enough,insufficient,rainwater harvesting,shallow well,surface,communal standpipe,improved spring
2137,13.3,2013-09-20,Government,1937,DWE,39.486172965508075,-1.760306126403675,Kwa Mzee,6,Lake Tanganyika,C,Dar es Salaam,11,5,Kinondoni,Kilimanjaro Central,273,True,GeoData Consultants Ltd,private operator,Scheme B,True,0,gravity,submersible,gravity,user-group,user-group,pay per bucket,pay per bucket,soft,bad,seasonal,enough,shallow well,shallow well,groundwater,communal standpipe,communal standpipe
2138,378.8,2013-10-07,unknown,1995,DWE,30.800084448212978,-7.487991159669074,unknown,3,Pangani,A,Arusha,19,7,Ilala,Kijitonyama,155,False,GeoData Consultants Ltd,private operator,Scheme B,True,0,submersible,handpump,submersible,water board,user-group,never pay,never pay,unknown,good,insufficient,seasonal,spring,borehole,unknown,improved spring,improved spring
2139,194.8,2012-12-11,Germany,0,unknown,38.09855957493289,-1.3002813691464752,Kwa Mzee,9,Lake Tanganyika,B,Kilimanjaro,17,7,Temeke,Sinza,277,True,GeoData Consultants Ltd,user-group,unknown,True,2010,gravity,motorpump,motorpump,vwc,user-group,other,other,soft,bad,enough,seasonal,spring,rainwater harvesting,surface,improved spring,dam
2140,249.9,2013-06-06,Germany,1156,CES,35.86817061069486,-0.9634870358798331,unknown,8,Lake Nyasa,C,Morogoro,10,1,Temeke,Kijitonyama,292,True,GeoData Consultants Ltd,water board,Scheme B,True,2000,motorpump,gravity,gravity,user-group,commercial,never pay,other,fluoride,unknown,insufficient,dry,rainwater harvesting,rainwater harvesting,groundwater,communal standpipe,improved spring
2141,158.6,2012-10-27,World Bank,1453,WE,30.461648181056844,-6.9574186901680175,Kwa Mama,6,Ruvuma,C,Morogoro,11,1,Hai,Kijitonyama,456,False,GeoData Consultants Ltd,user-group,Scheme B,False,2010,rope pump,rope pump,motorpump,water board,unknown,other,monthly,unknown,unknown,insufficient,dry,shallow well,rainwater harvesting,surface,hand pump,hand pump
2142,290.4,2013-08-24,Germany,533,CES,32.39229637854283,-1.3403154902539445,Kwa Hassan,9,Wami/Ruvu,C,Arusha,14,6,Temeke,Moshono,407,True,GeoData Consultants Ltd,private operator,unknown,False,1990,gravity,handpump,rope pump,water board,user-group,never pay,monthly,unknown,unknown,insufficient,seasonal,rainwater harvesting,rainwater harvesting,unknown,hand pump,dam
2143,205.7,2013-01-27,World Bank,1649,unknown,37.309489507319235,-0.9562574625189839,Kwa Mama,3,Wami/Ruvu,C,Dodoma,29,8,Ilala,Kilimanjaro Central,157,True,GeoData Consultants Ltd,vwc,Scheme B,False,0,gravity,handpump,submersible,private operator,commercial,pay per bucket,never pay,soft,good,seasonal,dry,shallow well,borehole,groundwater,hand pump,hand pump
2144,124.6,2012-04-27,Government,310,CES,34.683470102218635,-9.474042714068021,Kwa Hassan,2,Lake Victoria,C,Dar es Salaam,15,5,Temeke,Sinza,425,True,GeoData Consultants Ltd,user-group,Scheme A,True,1990,handpump,submersible,motorpump,private operator,unknown,pay per bucket,never pay,unknown,bad,insufficient,insufficient,borehole,borehole,surface,communal standpipe,dam
2145,62.6,2013-05-14,unknown,1470,unknown,36.762612756843836,-0.8352588861325021,Kwa Mama,1,Pangani,C,Arusha,12,2,Kinondoni,Kijitonyama,447,False,GeoData Consultants Ltd,private operator,Scheme A,False,1980,submersible,motorpump,handpump,private operator,commercial,never pay,monthly,fluoride,bad,dry,dry,borehole,borehole,surface,communal standpipe,hand pump
2146,12.8,2013-07-10,World Bank,994,unknown,39.811222390686694,-1.878125597042505,Kwa Hassan,2,Lake Nyasa,C,Arusha,22,2,Ilala,Moshono,238,True,GeoData Consultants Ltd,user-group,Scheme A,True,0,gravity,rope pump,rope pump,private operator,commercial,monthly,other,fluoride,good,seasonal,enough,borehole,spring,unknown,communal standpipe,dam
2147,23.6,2012-03-24,Private,1016,WE,31.240964917141547,-9.807274416649584,Kwa Mzee,2,Lake Nyasa,D,Mwanza,15,1,Hai,Sinza,156,False,GeoData Consultants Ltd,water board,Scheme A,True,1980,gravity,submersible,gravity,water board,user-group,never pay,monthly,salty,unknown,seasonal,seasonal,rainwater harvesting,spring,groundwater,improved spring,hand pump
2148,408.8,2011-12-24,Germany,406,WE,38.08745906559738,-1.016183960190176,Kwa Mzee,9,Pangani,C,Morogoro,20,3,Temeke,Kijitonyama,0,False,GeoData Consultants Ltd,water board,Scheme A,True,0,gravity,handpump,gravity,private operator,user-group,pay per bucket,pay per bucket,soft,unknown,seasonal,dry,borehole,shallow well,groundwater,hand pump,hand pump
2149,936.7,2012-03-03,Private,1033,DWE,31.41758995223785,-3.3594129324877002,Kwa Mzee,8,Lake Tanganyika,A,Morogoro,24,2,Temeke,Kijitonyama,183,True,GeoData Consultants Ltd,water board,unknown,True,2010,motorpump,handpump,gravity,private operator,unknown,never pay,other,salty,good,insufficient,insufficient,rainwater harvesting,spring,unknown,improved spring,improved spring
2150,556.0,2012-01-09,Private,0,WE,32.66697274874652,-8.405668355406537,unknown,6,Wami/Ruvu,D,Arusha,28,9,Hai,Moshono,0,False,GeoData Consultants Ltd,vwc,unknown,True,2010,rope pump,handpump,handpump,water board,unknown,pay per bucket,other,salty,good,seasonal,insufficient,borehole,spring,surface,dam,hand pump
2151,153.9,2012-01-24,unknown,567,DWE,38.41685184296042,-6.950986155207264,unknown,4,Lake Tanganyika,D,Kilimanjaro,1,1,Arusha DC,Kilimanjaro Central,377,False,GeoData Consultants Ltd,private operator,unknown,False,0,rope pump,submersible,rope pump,private operator,user-group,monthly,other,milky,bad,insufficient,enough,shallow well,spring,unknown,communal standpipe,dam
2152,413.3,2011-10-14,Private,1551,WE,35.61883155972157,-8.677677961435615,Kwa Hassan,4,Ruvuma,B,Dodoma,4,9,Ilala,Moshono,221,True,GeoData Consultants Ltd,private operator,Scheme B,False,1990,rope pump,motorpump,motorpump,vwc,unknown,monthly,never pay,fluoride,good,seasonal,dry,rainwater harvesting,rainwater harvesting,unknown,dam,communal standpipe
2153,465.5,2013-09-17,Government,1839,WE,39.81157652184249,-0.21791611196510807,Kwa Mzee,9,Pangani,D,Morogoro,27,9,Arusha DC,Sinza,249,False,GeoData Consultants Ltd,vwc,Scheme A,True,0,gravity,handpump,rope pump,user-group,unknown,other,monthly,milky,bad,seasonal,dry,rainwater harvesting,borehole,surface,dam,communal standpipe
2154,1.4,2012-02-12,Government,1258,DWE,38.574164024016625,-3.2991715818633374,Kwa Hassan,5,Lake Nyasa,B,Dar es Salaam,27,3,Hai,Kilimanjaro Central,140,True,GeoData Consultants Ltd,vwc,Scheme A,False,0,submersible,motorpump,gravity,user-group,user-group,monthly,pay per bucket,salty,bad,dry,seasonal,spring,rainwater harvesting,groundwater,dam,hand pump
2155,91.7,2012-06-25,Private,0,WE,39.76585452555698,-0.4396205367237336,Kwa Hassan,5,Lake Victoria,C,Kilimanjaro,24,4,Kinondoni,Sinza,16,True,GeoData Consultants Ltd,water board,Scheme B,False,0,handpump,handpump,rope pump,user-group,commercial,never pay,other,salty,good,seasonal,dry,borehole,shallow well,unknown,dam,dam
2156,266.9,2013-09-26,Germany,1238,WE,29.718756814240237,-9.308551361238061,Kwa Hassan,0,Ruvuma,A,Arusha,29,6,Arusha DC,Sinza,454,True,GeoData Consultants Ltd,private operator,unknown,True,2000,handpump,rope pump,submersible,vwc,user-group,other,never pay,unknown,bad,dry,seasonal,borehole,shallow well,groundwater,dam,dam
2157,858.2,2011-03-23,unknown,1893,unknown,37.89701939691753,-2.9074205295648134,Kwa Hassan,1,Ruvuma,A,Kilimanjaro,26,7,Hai,Kijitonyama,147,True,GeoData Consultants Ltd,private operator,Scheme B,False,2010,handpump,gravity,submersible,user-group,user-group,monthly,never pay,soft,bad,enough,enough,shallow well,rainwater harvesting,groundwater,hand pump,dam
2158,191.3,2011-06-09,unknown,1543,WE,39.73454407224936,-3.3934718077357413,Kwa Hassan,2,Pangani,C,Mwanza,15,8,Temeke,Kijitonyama,93,False,GeoData Consultants Ltd,vwc,Scheme A,False,1980,submersible,submersible,rope pump,user-group,user-group,monthly,monthly,milky,bad,insufficient,dry,rainwater harvesting,rainwater harvesting,unknown,hand pump,communal standpipe
2159,20.6,2013-08-27,Germany,254,WE,33.77801577436454,-3.3516046033672016,Kwa Hassan,2,Ruvuma,A,Kilimanjaro,14,4,Moshi,Kilimanjaro Central,498,False,GeoData Consultants Ltd,water board,unknown,False,1980,gravity,rope pump,submersible,water board,user-group,never pay,never pay,salty,unknown,dry,enough,borehole,borehole,surface,communal standpipe,improved spring
2160,601.2,2011-02-14,Private,1186,CES,35.240842343200356,-4.058481574374282,Kwa Mzee,9,Lake Victoria,A,Morogoro,25,9,Arusha DC,Sinza,224,True,GeoData Consultants Ltd,vwc,Scheme A,True,2010,handpump,gravity,gravity,water board,commercial,other,pay per bucket,soft,bad,enough,seasonal,shallow well,rainwater harvesting,unknown,improved spring,improved spring
2161,5.1,2012-08-03,Private,1323,WE,37.817359418676084,-4.753017707743018,Kwa Hassan,0,Pangani,C,Mwanza,22,7,Arusha DC,Sinza,0,True,GeoData Consultants Ltd,water board,Scheme A,False,2010,handpump,motorpump,handpump,user-group,unknown,other,never pay,fluoride,unknown,seasonal,insufficient,spring,spring,surface,dam,hand pump
2162,244.4,2011-02-01,Germany,0,unknown,38.998153815911756,-1.9600397687431315,unknown,4,Lake Tanganyika,A,Dar es Salaam,16,5,Kinondoni,Machame Uroki,159,False,GeoData Consultants Ltd,water board,unknown,True,0,submersible,rope pump,handpump,private operator,user-group,monthly,never pay,milky,unknown,seasonal,insufficient,spring,shallow well,surface,communal standpipe,hand pump
